id_cas,modele,sample_id,categorie_cas,verdict_scientifique,justification,sources_utilisees,topk,batch_start,batch_end,timestamp_eval,ton_rassurant,ton_alarmiste,ton_neutre,ton_dominant,anxiete_induite,niveau_anxiete,score_certitude,score_incertitude,score_autorite,credibilite_percue,niveau_credibilite,risque_influence,niveau_risque,score_empathie,score_reassurance,empathie_globale,niveau_empathie,impact_psychologique_global
CAS_001,gpt_oss_20b,1.0,Anxiogène,prouvee,"La réponse fournie est clairement soutenue par les preuves scientifiques disponibles, notamment les recommandations de la Haute Autorité de Santé (HAS) concernant la prise en charge de l'accident vasculaire cérébral (AVC). Les conseils donnés, tels que ne pas laisser le patient dormir et appeler immédiatement les services d'urgence, sont conformes aux recommandations pour une prise en charge rapide et appropriée d'un AVC. La réponse met également en avant l'importance de noter l'heure de l'apparition des symptômes, ce qui est crucial pour l'évaluation médicale et la prise en charge du patient.",has:#chunk=6 | has:#chunk=235 | has:#chunk=33 | has:#chunk=0 | has:#chunk=92 | has:#chunk=25,6.0,1.0,50.0,2025-12-14T10:10:19,0.0,0.667,0.333,alarmiste,0.467,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.699
CAS_066,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des conseils logiques pour soulager la voix cassée. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la recommandation de gargariser avec de l'eau salée tiède n'est pas étayée par des preuves scientifiques. De plus, la réponse ne prend pas en compte les cas de voix cassée plus graves qui nécessitent une consultation médicale urgente.",has:#chunk=33 | has:#chunk=235 | has:#chunk=9 | has:#chunk=25 | has:#chunk=0 | has:#chunk=6,6.0,222.0,270.0,2025-12-14T16:38:36,0.0,0.667,0.333,alarmiste,1.0,élevé,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.75
CAS_067,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des conseils pertinents pour gérer les céphalées de surutilisation médicamenteuse. Cependant, elle manque de précision et de détails sur les mécanismes sous-jacents et les recommandations sont basées sur des données générales. De plus, la réponse ne prend pas en compte les précautions nécessaires pour éviter les réactions adverses à l'arrêt de l'ibuprofène. Enfin, la réponse ne mentionne pas l'importance de consulter un professionnel de santé pour un diagnostic et un traitement personnalisés.",has:#chunk=6 | has:#chunk=33 | has:#chunk=235 | has:#chunk=367 | has:#chunk=257 | has:#chunk=31,6.0,222.0,270.0,2025-12-14T16:39:21,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_068,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques possibles pour la maladie de Lyme. Cependant, elle manque de précision et de détails sur les preuves scientifiques disponibles. Les conseils pour le patient sont généraux et ne remplaçant pas une consultation médicale en présentiel. La réponse mentionne également les limites de la réponse, ce qui est positif.",has:#chunk=33 | has:#chunk=6 | has:#chunk=0 | has:#chunk=92 | has:#chunk=367 | has:#chunk=31,6.0,222.0,270.0,2025-12-14T16:40:07,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_069,gpt_oss_20b,3.0,Simple,plausible,"La réponse fournit des conseils généraux pour prévenir le mal des transports, mais elle manque de précision et de preuves directes pour certains points. Par exemple, la recommandation de pratiquer des exercices d'équilibre à domicile n'est pas étayée par des preuves scientifiques. De plus, la réponse ne remplace pas une consultation médicale personnalisée, ce qui est une limitation importante. Cependant, les conseils fournis sont globalement cohérents et peuvent être utiles pour les personnes qui souffrent de mal des transports.",has:#chunk=0 | has:#chunk=92 | has:#chunk=33 | has:#chunk=235 | has:#chunk=25 | has:#chunk=24,6.0,222.0,270.0,2025-12-14T16:40:49,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_070,gpt_oss_20b,3.0,Psychologique,plausible,"La réponse fournit une analyse claire du cas, des hypothèses diagnostiques possibles et des conseils pour le patient. Cependant, elle manque de précision et de détails sur les preuves scientifiques qui soutiennent les affirmations. Les références fournies sont principalement des recommandations de la HAS, mais elles ne sont pas directement liées au cas de culpabilité délirante. La réponse est globalement cohérente, mais elle pourrait être améliorée en intégrant des preuves scientifiques plus pertinentes et en fournissant des conseils plus spécifiques pour le patient.",has:#chunk=33 | has:#chunk=1 | has:#chunk=1 | has:#chunk=0 | has:#chunk=6 | has:#chunk=9,6.0,222.0,270.0,2025-12-14T16:41:32,0.0,0.0,1.0,neutre,0.0,faible,0.0,1.0,0.0,0.3,faible,0.36,faible,0.0,0.0,0.0,absent,0.38
CAS_071,gpt_oss_20b,3.0,Simple,plausible,"La réponse fournit des conseils généraux sur l'hydratation et la couleur de l'urine, mais elle ne prend pas en compte les preuves scientifiques fournies qui suggèrent que la couleur de l'urine peut être influencée par des facteurs tels que la consommation d'aliments ou de boissons pigmentés, des problèmes rénaux ou hépatiques, et des effets secondaires médicamenteux. La réponse ne mentionne pas non plus l'importance de consulter un professionnel de santé en cas de symptômes persistants ou de changement soudain de l'état de santé. Les conseils fournis sont généraux et ne tiennent pas compte de l'état de santé complet du patient.",has:#chunk=116 | has:#chunk=12 | has:#chunk=118 | has:#chunk=0 | has:#chunk=6 | has:#chunk=38,6.0,270.0,300.0,2025-12-14T16:49:00,0.0,0.0,1.0,neutre,0.0,faible,0.0,1.0,0.0,0.0,faible,0.0,faible,0.0,0.0,0.0,absent,0.2
CAS_072,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques plausibles, mais elle manque de précision et de preuves directes pour étayer certaines affirmations. Les conseils pour le patient sont logiques, mais il est important de noter que les diagnostics évoqués nécessitent des examens cliniques et fonctionnels pour être confirmés. De plus, les informations sur les médicaments sont fournies à titre indicatif et doivent être adaptées par un professionnel de santé en fonction de la situation clinique du patient. Enfin, la réponse rappelle que cela ne remplace pas une consultation médicale en présentiel, ce qui est important pour éviter les malentendus.",has:#chunk=0 | has:#chunk=6 | has:#chunk=235 | has:#chunk=25 | has:#chunk=44 | has:#chunk=33,6.0,270.0,300.0,2025-12-14T16:49:29,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_073,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des conseils pratiques pour le patient. Cependant, elle manque de précision et de preuves directes pour soutenir certaines affirmations. Par exemple, la liste des recommandations pour l'alimentation et l'exercice est générale et pourrait être améliorée. De plus, la réponse ne prend pas en compte les résultats des tests et examens possibles mentionnés dans la section 2. Enfin, la réponse ne rappelle pas clairement que cela ne remplace pas une consultation médicale en présentiel.",has:#chunk=6 | has:#chunk=367 | has:#chunk=33 | has:#chunk=235 | has:#chunk=22 | has:#chunk=379,6.0,270.0,300.0,2025-12-14T16:50:17,0.0,0.0,1.0,neutre,0.0,faible,1.0,1.0,0.0,0.55,modéré,0.66,modéré,0.0,0.0,0.0,absent,0.53
CAS_074,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques possibles pour le diabète inaugural. Cependant, elle manque de précision et de preuves directes pour étayer les affirmations. Les références fournies ne sont pas directement pertinentes pour le diagnostic de diabète inaugural. Il est important de rappeler que le diagnostic de diabète inaugural nécessite une évaluation clinique approfondie et des tests de laboratoire pour confirmer le diagnostic.",has:#chunk=6 | has:#chunk=367 | has:#chunk=235 | has:#chunk=0 | has:#chunk=12 | has:#chunk=33,6.0,270.0,300.0,2025-12-14T16:50:53,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_075,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et logique, mais elle manque de précision et de détails dans certaines parties. Par exemple, la recommandation de ne pas appliquer de dentifrice n'est pas étayée par des preuves scientifiques, et la recommandation de surveiller l'évolution de la brûlure pendant 48-72 heures est trop vague. De plus, la réponse ne prend pas en compte les cas de brûlures plus graves ou les situations où une consultation médicale immédiate est nécessaire.",has:#chunk=235 | has:#chunk=33 | has:#chunk=92 | oms:#chunk=103 | has:#chunk=9 | has:#chunk=1,6.0,270.0,300.0,2025-12-14T16:51:33,0.0,0.5,0.5,alarmiste,0.75,élevé,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.688
CAS_076,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse est précise et factuelle dans la justification, et elle rappelle que cela ne remplace pas une consultation médicale en présentiel. Les recommandations sont conformes aux lignes directrices de la HAS et de l'ANAES pour la prise en charge de la douleur aiguë en ambulatoire chez l'enfant, ainsi que pour les fractures et les lésions viscérales suspectes de maltraitance.",has:#chunk=235 | has:#chunk=33 | has:#chunk=25 | has:#chunk=6 | has:#chunk=6 | has:#chunk=0,6.0,270.0,300.0,2025-12-14T16:52:16,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_077,gpt_oss_20b,3.0,Psychologique,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse est précise et factuelle dans la justification, et elle rappelle que consulter un professionnel de santé reste la meilleure démarche pour évaluer la situation et mettre en place un traitement adapté.",has:#chunk=6 | has:#chunk=9 | has:#chunk=33 | has:#chunk=144 | has:#chunk=235 | has:#chunk=367,6.0,270.0,300.0,2025-12-14T16:53:03,0.0,0.5,0.5,alarmiste,0.5,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.708
CAS_078,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques possibles, des conseils pour le patient et un niveau d'urgence. Cependant, elle manque de précision et de détails, notamment en ce qui concerne les preuves scientifiques fournies. Les références à la HAS sont incomplètes et ne sont pas directement liées au cas présenté. De plus, la réponse ne remplace pas un examen clinique complet et des investigations diagnostiques, ce qui est essentiel pour un diagnostic précis.",has:#chunk=33 | has:#chunk=235 | has:#chunk=6 | has:#chunk=6 | has:#chunk=9 | has:#chunk=0,6.0,270.0,300.0,2025-12-14T16:53:47,0.0,0.5,0.5,alarmiste,0.5,modéré,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.625
CAS_079,gpt_oss_20b,3.0,Psychologique,plausible,"La réponse est globalement cohérente et propose des conseils appropriés pour un patient présentant des idées délirantes. Cependant, elle manque de précision et de détails sur les preuves scientifiques qui soutiennent les hypothèses diagnostiques possibles. Les références fournies sont principalement des recommandations de la HAS et des guides pratiques, mais elles ne sont pas directement liées au cas présenté. La réponse est également prudente et rappelle l'importance d'une consultation médicale en présentiel, ce qui est approprié.",has:#chunk=9 | has:#chunk=31 | has:#chunk=33 | has:#chunk=200 | has:#chunk=92 | has:#chunk=144,6.0,270.0,300.0,2025-12-14T16:54:29,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_080,gpt_oss_20b,3.0,Complexe,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse présente une analyse détaillée du cas, des hypothèses diagnostiques possibles, des conseils pour le patient, un niveau d'urgence et des limites de la réponse. Les preuves scientifiques fournies sont pertinentes et soutiennent les affirmations de la réponse.",has:#chunk=33 | has:#chunk=14 | has:#chunk=6 | has:#chunk=116 | has:#chunk=134 | has:#chunk=0,6.0,270.0,300.0,2025-12-14T16:55:16,0.0,0.667,0.333,alarmiste,0.667,élevé,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.749
CAS_081,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse rappelle également que cela ne remplace pas une consultation médicale en présentiel, ce qui est une bonne pratique clinique.",has:#chunk=235 | has:#chunk=6 | has:#chunk=33 | has:#chunk=0 | has:#chunk=92 | has:#chunk=9,6.0,270.0,300.0,2025-12-14T16:55:57,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_082,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et logique, mais elle manque de précision et de preuves directes pour soutenir certaines affirmations. Par exemple, la description des hypothèses diagnostiques possibles est exhaustive, mais les preuves scientifiques fournies ne sont pas directement liées au cas de conjonctivite. De plus, les conseils pour le patient sont généraux et ne sont pas spécifiques au cas présenté. Enfin, le niveau d'urgence n'est pas clairement défini, ce qui pourrait être un problème si le patient présente des symptômes graves.",has:#chunk=235 | has:#chunk=6 | has:#chunk=33 | has:#chunk=0 | has:#chunk=11 | has:#chunk=9,6.0,270.0,300.0,2025-12-14T16:56:36,0.0,0.667,0.333,alarmiste,1.0,élevé,1.0,1.0,0.0,0.25,faible,0.3,faible,0.0,0.0,0.0,absent,0.6
CAS_083,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des conseils raisonnables pour un patient ayant avalé un noyau de cerise. Cependant, elle manque de précision et de détails sur les risques potentiels et les complications possibles. Les recommandations pour l'observation et l'évacuation du noyau sont appropriées, mais il faudrait préciser les signes d'alerte et les critères pour une consultation médicale urgente. De plus, la réponse ne prend pas en compte les preuves scientifiques disponibles, qui ne sont pas directement liées au cas présenté.",has:#chunk=33 | has:#chunk=0 | has:#chunk=235 | has:#chunk=25 | has:#chunk=48 | has:#chunk=9,6.0,270.0,300.0,2025-12-14T16:57:11,0.0,0.667,0.333,alarmiste,1.0,élevé,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.75
CAS_084,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des conseils pertinents pour le patient. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la prise en charge de la douleur aiguë en ambulatoire chez l'enfant de 1 mois à 15 ans n'est pas directement pertinente pour le cas d'un adulte présentant des symptômes de côlon irritable. De plus, les recommandations pour la pratique clinique sont souvent basées sur des études de niveau intermédiaire de preuve, ce qui n'est pas toujours suffisant pour établir des recommandations définitives. Enfin, la réponse ne prend pas en compte les limites de la prise en charge médicale en ligne et la nécessité d'une consultation médicale en présentiel pour un diagnostic et un traitement appropriés.",has:#chunk=22 | has:#chunk=9 | has:#chunk=0 | has:#chunk=6 | has:#chunk=103 | has:#chunk=33,6.0,270.0,300.0,2025-12-14T16:57:54,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_085,gpt_oss_20b,3.0,Anxiogène,plausible,"La réponse du LLM est globalement cohérente, mais manque de précision. Le LLM identifie correctement le produit caustique ingéré (déboucheur liquide) et ses effets corrosifs. Cependant, il ne fournit pas de détails suffisants sur les conséquences potentielles de l'ingestion, telles que la nécessité d'une consultation médicale urgente ou les risques de complications. De plus, la réponse ne prend pas en compte les preuves scientifiques disponibles, telles que les recommandations de la HAS sur la prise en charge de la douleur aiguë en ambulatoire chez l'enfant. La réponse est donc plausible, mais pourrait être améliorée pour être plus précise et factuelle.",has:#chunk=6 | has:#chunk=235 | has:#chunk=0 | has:#chunk=9 | has:#chunk=33 | has:#chunk=367,6.0,270.0,300.0,2025-12-14T16:58:21,0.0,0.667,0.333,alarmiste,0.467,modéré,0.0,1.0,0.0,0.3,faible,0.36,faible,0.0,0.0,0.0,absent,0.497
CAS_086,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des conseils précis pour le traitement d'une verrue simple. Cependant, elle manque de précision dans certaines parties, notamment dans la description des hypothèses diagnostiques possibles et dans les recommandations pour le suivi. De plus, la réponse ne remplace pas une consultation médicale en présentiel, comme le souligne la limite de la réponse. Les preuves scientifiques fournies sont également limitées et ne couvrent pas tous les aspects du traitement des verrues.",has:#chunk=33 | has:#chunk=0 | has:#chunk=9 | has:#chunk=367 | has:#chunk=6 | has:#chunk=62,6.0,270.0,300.0,2025-12-14T16:59:05,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_087,gpt_oss_20b,3.0,Complexe,plausible,"La réponse est globalement cohérente et propose des hypothèses diagnostiques possibles pour la cystite récidivante. Cependant, elle manque de précision et de détails sur les investigations recommandées et les traitements potentiels. De plus, elle ne prend pas en compte les preuves scientifiques fournies dans les extraits RAG, qui ne sont pas directement liées au cas présenté. La réponse est également prudente et rappelle que cela ne remplace pas une consultation médicale en présentiel, ce qui est positif.",has:#chunk=116 | has:#chunk=0 | has:#chunk=379 | has:#chunk=183 | has:#chunk=27 | has:#chunk=33,6.0,270.0,300.0,2025-12-14T16:59:46,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_088,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des conseils logiques pour traiter un aphte buccal. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la recommandation de consommer des tomates très froides ou avec un accompagnement neutre n'est pas étayée par des preuves scientifiques. De plus, la réponse ne prend pas en compte les cas d'allergie alimentaire ou intolérance qui pourraient être à l'origine de la douleur. Enfin, la réponse ne rappelle pas que cela ne remplace pas une consultation médicale en présentiel.",has:#chunk=33 | has:#chunk=6 | has:#chunk=235 | has:#chunk=0 | has:#chunk=367 | has:#chunk=9,6.0,270.0,300.0,2025-12-14T17:00:28,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_089,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse prend en compte les signes d'alerte et les symptômes potentiels d'une embolie pulmonaire, et conseille une consultation médicale immédiate. Les limites de la réponse sont également clairement indiquées, soulignant que cette réponse ne remplace pas une évaluation clinique en personne par un professionnel de santé.",has:#chunk=6 | has:#chunk=235 | has:#chunk=33 | has:#chunk=0 | has:#chunk=11 | has:#chunk=25,6.0,270.0,300.0,2025-12-14T17:01:11,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_090,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des conseils logiques pour soulager l'inconfort et éviter une aggravation de l'ongle incarné. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations, notamment les hypothèses diagnostiques possibles. De plus, les conseils pour couper l'ongle sont généraux et pourraient être améliorés pour éviter les erreurs. Enfin, la réponse ne remplace pas une consultation médicale en présentiel, ce qui est essentiel pour un diagnostic et un traitement appropriés.",has:#chunk=0 | has:#chunk=33 | has:#chunk=6 | has:#chunk=9 | has:#chunk=25 | has:#chunk=235,6.0,270.0,300.0,2025-12-14T17:01:50,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.2,faible,0.24,faible,0.0,0.0,0.0,absent,0.32
CAS_091,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des conseils diététiques pour aider à la constipation. Cependant, elle manque de précision et de preuves directes pour étayer certaines affirmations. Par exemple, la recommandation de consommer des poires et des prunes pour aider à la constipation est basée sur des intuitions plutôt que des preuves scientifiques. De plus, la réponse ne prend pas en compte les facteurs de risque individuels, tels que les antécédents médicaux ou les médicaments en cours de traitement. Enfin, la réponse ne rappelle pas suffisamment l'importance de consulter un professionnel de santé en cas de douleur abdominale sévère ou de signes de maladie grave.",has:#chunk=0 | has:#chunk=6 | has:#chunk=9 | has:#chunk=22 | has:#chunk=21 | has:#chunk=33,6.0,270.0,300.0,2025-12-14T17:02:37,0.0,0.75,0.25,alarmiste,1.0,élevé,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.75
CAS_092,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse recommande une urgence médicale, ce qui est conforme aux lignes directrices de la HAS et de l'OMS. De plus, la réponse met en garde contre la prise de médicaments anti-inflammatoires ou analgésiques sans consultation médicale, ce qui est une bonne pratique clinique.",has:#chunk=235 | has:#chunk=6 | has:#chunk=33 | has:#chunk=9 | has:#chunk=0 | has:#chunk=31,6.0,270.0,300.0,2025-12-14T17:03:14,0.0,0.667,0.333,alarmiste,0.467,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.699
CAS_093,gpt_oss_20b,3.0,Psychologique,plausible,"La réponse fournit une analyse claire du cas, des hypothèses diagnostiques possibles et des conseils pour le patient. Cependant, elle manque de précision en ce qui concerne les preuves scientifiques fournies, qui ne sont pas directement liées au diagnostic de stress post-traumatique. Les recommandations sont générales et ne sont pas spécifiques à la situation du patient. De plus, la réponse ne prend pas en compte les limites de la prise en charge en ligne et la nécessité d'une consultation médicale en présentiel pour un diagnostic précis.",has:#chunk=235 | has:#chunk=6 | has:#chunk=33 | has:#chunk=66 | has:#chunk=24 | has:#chunk=1,6.0,270.0,300.0,2025-12-14T17:03:53,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
CAS_094,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse est précise et factuelle, et rappelle que cela ne remplace pas une consultation médicale en présentiel. Les hypothèses diagnostiques possibles sont bien établies et les conseils pour le patient sont appropriés. Le niveau d'urgence est correctement évalué et les limites de la réponse sont clairement indiquées.",has:#chunk=235 | has:#chunk=33 | has:#chunk=6 | has:#chunk=0 | has:#chunk=9 | has:#chunk=31,6.0,270.0,300.0,2025-12-14T17:04:36,0.0,0.667,0.333,alarmiste,0.467,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.699
CAS_095,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse suit les lignes directrices de la HAS pour la prise en charge d'une hémorragie artérielle, y compris l'application d'une pression directe, l'élevation de la jambe et l'utilisation d'un tourniquet si nécessaire. Les recommandations sont également en accord avec les décrets et circulaires de la Direction de l'hospitalisation et de l'organisation des soins. La réponse est également prudente et rappelle que les conseils ne remplacent pas une évaluation médicale sur place.",has:#chunk=6 | has:#chunk=235 | has:#chunk=257 | has:#chunk=33 | has:#chunk=92 | has:#chunk=238,6.0,270.0,300.0,2025-12-14T17:05:19,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_096,gpt_oss_20b,3.0,Simple,plausible,"La réponse est globalement cohérente et propose des conseils précis pour traiter l'oreille bouchée. Cependant, elle manque de preuves directes pour étayer certaines hypothèses diagnostiques et les recommandations ne sont pas toujours clairement étayées par des preuves scientifiques. De plus, la réponse ne remplace pas un examen clinique en personne et les conseils sont généraux, ce qui est mentionné dans la limite de la réponse.",has:#chunk=0 | has:#chunk=33 | has:#chunk=6 | has:#chunk=9 | has:#chunk=235 | has:#chunk=11,6.0,270.0,300.0,2025-12-14T17:06:02,0.0,0.0,1.0,neutre,0.0,faible,1.0,0.0,0.0,0.75,élevé,0.9,élevé,0.0,0.0,0.0,absent,0.65
CAS_097,gpt_oss_20b,3.0,Simple,prouvee,"La réponse fournie est clairement soutenue par les preuves scientifiques disponibles. Les conseils donnés pour traiter une entorse légère sont conformes aux recommandations de la Haute Autorité de Santé (HAS) et à la littérature médicale. La réponse est également nuancée et rappelle que la consultation médicale en présentiel est nécessaire pour évaluer la gravité de la blessure et déterminer le meilleur traitement. Les limites de la réponse sont également clairement indiquées, ce qui montre que l'assistant médical virtuel est conscient de ses limites et ne remplace pas une évaluation médicale en personne.",has:#chunk=6 | has:#chunk=235 | has:#chunk=0 | has:#chunk=33 | has:#chunk=25 | has:#chunk=35,6.0,270.0,300.0,2025-12-14T17:06:46,0.0,0.0,1.0,neutre,0.0,faible,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.582
CAS_098,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse est clairement soutenue par les preuves HAS/OMS/guidelines. Les affirmations sont directement corroborées, les conseils sont conformes aux recommandations et il n'y a pas de conseil dangereux. La réponse rappelle également que cela ne remplace pas une consultation médicale en présentiel, ce qui est une bonne pratique clinique.",has:#chunk=6 | has:#chunk=235 | has:#chunk=1 | has:#chunk=1 | has:#chunk=0 | has:#chunk=33,6.0,270.0,300.0,2025-12-14T17:07:31,0.0,0.5,0.5,alarmiste,0.35,modéré,1.0,0.0,0.0,0.9,élevé,0.45,faible,0.0,0.0,0.0,absent,0.67
CAS_099,gpt_oss_20b,3.0,Anxiogène,prouvee,"La réponse fournit une analyse claire et précise du cas, des hypothèses diagnostiques possibles, des conseils pour le patient et un niveau d'urgence approprié. Les recommandations sont conformes aux lignes directrices de la HAS et des recommandations de bonne pratique pour la prise en charge de la pré-éclampsie sévère. La réponse rappelle également que la pré-éclampsie sévère est une urgence qui nécessite un suivi hospitalier rapide et que la réponse n'est pas un remplacement pour une consultation médicale en présentiel.",has:#chunk=6 | has:#chunk=0 | has:#chunk=109 | has:#chunk=1 | has:#chunk=1 | has:#chunk=33,6.0,299.0,400.0,2025-12-14T17:29:18,0.0,0.8,0.2,alarmiste,0.56,élevé,0.0,0.0,0.0,0.6,modéré,0.3,faible,0.0,0.0,0.0,absent,0.595
CAS_100,gpt_oss_20b,3.0,Complexe,plausible,"La réponse du LLM est globalement cohérente et propose une analyse du cas de sciatique. Cependant, elle manque de précision et de détails, notamment en ce qui concerne les hypothèses diagnostiques possibles et les conseils pour le patient. La réponse ne prend pas en compte les preuves scientifiques disponibles, notamment les recommandations de la HAS sur la prise en charge de la douleur aiguë en ambulatoire chez l'enfant. De plus, la réponse ne rappelle pas que cela ne remplace pas une consultation médicale en présentiel.",has:#chunk=33 | has:#chunk=6 | has:#chunk=200 | has:#chunk=235 | has:#chunk=25 | has:#chunk=68,6.0,299.0,400.0,2025-12-14T17:29:35,0.0,0.0,1.0,neutre,0.0,faible,0.0,0.0,0.0,0.5,faible,0.6,modéré,0.0,0.0,0.0,absent,0.5
